dataset,variable,n_nulls,pct_nulls
trends_moda_total_clean,fecha,0,0.0
trends_moda_total_clean,termino,0,0.0
trends_moda_total_clean,valor_trends,619,31.03
trends_moda_total_clean,grupo,0,0.0
trends_moda_total_clean,anio,0,0.0
trends_moda_total_clean,mes_num,0,0.0
trends_moda_total_clean,valor_cero_trends,0,0.0
trends_marcas_clean,fecha,0,0.0
trends_marcas_clean,termino,0,0.0
trends_marcas_clean,valor_trends,11,1.67
trends_marcas_clean,anio,0,0.0
trends_marcas_clean,mes_num,0,0.0
trends_marcas_clean,grupo,0,0.0
trends_marcas_clean,valor_cero_trends,0,0.0
trends_sofisticado_clean,fecha,0,0.0
trends_sofisticado_clean,termino,0,0.0
trends_sofisticado_clean,valor_trends,349,52.48
trends_sofisticado_clean,anio,0,0.0
trends_sofisticado_clean,mes_num,0,0.0
trends_sofisticado_clean,grupo,0,0.0
trends_sofisticado_clean,valor_cero_trends,0,0.0
trends_urbano_clean,fecha,0,0.0
trends_urbano_clean,termino,0,0.0
trends_urbano_clean,valor_trends,230,43.23
trends_urbano_clean,anio,0,0.0
trends_urbano_clean,mes_num,0,0.0
trends_urbano_clean,grupo,0,0.0
trends_urbano_clean,valor_cero_trends,0,0.0
trends_consciente_compra_clean,fecha,0,0.0
trends_consciente_compra_clean,termino,0,0.0
trends_consciente_compra_clean,valor_trends,28,4.21
trends_consciente_compra_clean,anio,0,0.0
trends_consciente_compra_clean,mes_num,0,0.0
trends_consciente_compra_clean,grupo,0,0.0
trends_consciente_compra_clean,valor_cero_trends,0,0.0
trends_productos_clean,fecha,0,0.0
trends_productos_clean,valor_trends,0,0.0
trends_productos_clean,marca,0,0.0
trends_productos_clean,categoria_producto,0,0.0
trends_productos_clean,termino_busqueda,0,0.0
trends_productos_clean,anio,0,0.0
trends_productos_clean,mes_num,0,0.0
trends_productos_clean,valor_cero_trends,0,0.0
trends_grupos_unificados_clean,fecha,0,0.0
trends_grupos_unificados_clean,termino,0,0.0
trends_grupos_unificados_clean,valor_trends,618,24.5
trends_grupos_unificados_clean,anio,0,0.0
trends_grupos_unificados_clean,mes_num,0,0.0
trends_grupos_unificados_clean,grupo,0,0.0
trends_grupos_unificados_clean,valor_cero_trends,0,0.0
eventos_moda_clean,fecha_aprox,0,0.0
eventos_moda_clean,marca_o_tendencia,0,0.0
eventos_moda_clean,plataforma,0,0.0
eventos_moda_clean,tipo_evento,0,0.0
eventos_moda_clean,descripcion_evento,0,0.0
eventos_moda_clean,fuente,0,0.0
eventos_moda_clean,fecha,0,0.0
eventos_moda_clean,anio,0,0.0
eventos_moda_clean,mes_num,0,0.0
instagram_posts_clean,marca,0,0.0
instagram_posts_clean,plataforma,0,0.0
instagram_posts_clean,fecha_post,0,0.0
instagram_posts_clean,fecha,0,0.0
instagram_posts_clean,anio,0,0.0
instagram_posts_clean,mes_num,0,0.0
instagram_posts_clean,caption,1,0.04
instagram_posts_clean,likes,0,0.0
instagram_posts_clean,comentarios,0,0.0
instagram_posts_clean,engagement_total_post,0,0.0
instagram_posts_clean,metricas_imputadas,0,0.0
instagram_posts_clean,url_post,0,0.0
instagram_posts_clean,hashtags,2369,100.0
instagram_posts_clean,tipo_post,0,0.0
instagram_posts_clean,perfil_origen,0,0.0
instagram_posts_clean,perfil_nombre,0,0.0
instagram_posts_clean,inputUrl,0,0.0
instagram_brand_monthly,fecha,0,0.0
instagram_brand_monthly,anio,0,0.0
instagram_brand_monthly,mes_num,0,0.0
instagram_brand_monthly,marca,0,0.0
instagram_brand_monthly,plataforma,0,0.0
instagram_brand_monthly,n_posts,0,0.0
instagram_brand_monthly,likes_totales,0,0.0
instagram_brand_monthly,comentarios_totales,0,0.0
instagram_brand_monthly,engagement_total,0,0.0
instagram_brand_monthly,likes_medios_post,0,0.0
instagram_brand_monthly,comentarios_medios_post,0,0.0
instagram_brand_monthly,engagement_medio_post,0,0.0
instagram_brand_monthly,n_posts_metricas_imputadas,0,0.0
capa2_master_terminos_mensual,fecha,0,0.0
capa2_master_terminos_mensual,termino,0,0.0
capa2_master_terminos_mensual,valor_trends,611,24.39
capa2_master_terminos_mensual,anio,0,0.0
capa2_master_terminos_mensual,mes_num,0,0.0
capa2_master_terminos_mensual,grupo,0,0.0
capa2_master_terminos_mensual,valor_cero_trends,0,0.0
capa2_master_terminos_mensual,subgrupo,0,0.0
capa2_master_terminos_mensual,tipo_termino,0,0.0
capa2_master_terminos_mensual,familia_analitica,0,0.0
capa2_term_coverage,grupo,0,0.0
capa2_term_coverage,termino,0,0.0
capa2_term_coverage,n_obs,0,0.0
capa2_term_coverage,n_non_null,0,0.0
capa2_term_coverage,avg_trends,0,0.0
capa2_term_coverage,pct_non_null,0,0.0
capa2_term_coverage,quality_flag,0,0.0
capa2_master_productos_mensual,fecha,0,0.0
capa2_master_productos_mensual,anio,0,0.0
capa2_master_productos_mensual,mes_num,0,0.0
capa2_master_productos_mensual,marca,0,0.0
capa2_master_productos_mensual,categoria_producto,0,0.0
capa2_master_productos_mensual,valor_trends,0,0.0
capa2_master_eventos,fecha_aprox,0,0.0
capa2_master_eventos,marca_o_tendencia,0,0.0
capa2_master_eventos,plataforma,0,0.0
capa2_master_eventos,tipo_evento,0,0.0
capa2_master_eventos,descripcion_evento,0,0.0
capa2_master_eventos,fuente,0,0.0
capa2_master_eventos,fecha,0,0.0
capa2_master_eventos,anio,0,0.0
capa2_master_eventos,mes_num,0,0.0
capa2_master_eventos,plataforma_std,0,0.0
capa2_master_eventos,categoria_evento,0,0.0
capa2_master_eventos_mensual,fecha,0,0.0
capa2_master_eventos_mensual,n_eventos_total,0,0.0
capa2_master_eventos_mensual,n_plataformas,0,0.0
capa2_master_eventos_mensual,n_tipos_evento,0,0.0
capa2_master_eventos_mensual,anio,0,0.0
capa2_master_eventos_mensual,mes_num,0,0.0
capa2_master_integrated,fecha,0,0.0
capa2_master_integrated,termino,0,0.0
capa2_master_integrated,valor_trends,611,24.39
capa2_master_integrated,anio,0,0.0
capa2_master_integrated,mes_num,0,0.0
capa2_master_integrated,grupo,0,0.0
capa2_master_integrated,valor_cero_trends,0,0.0
capa2_master_integrated,subgrupo,0,0.0
capa2_master_integrated,tipo_termino,0,0.0
capa2_master_integrated,familia_analitica,0,0.0
capa2_master_integrated,n_eventos_total,0,0.0
capa2_master_integrated,n_plataformas,0,0.0
capa2_master_integrated,n_tipos_evento,0,0.0
capa2_master_social,fecha,0,0.0
capa2_master_social,anio,0,0.0
capa2_master_social,mes_num,0,0.0
capa2_master_social,marca,0,0.0
capa2_master_social,plataforma,0,0.0
capa2_master_social,n_posts,0,0.0
capa2_master_social,likes_totales,0,0.0
capa2_master_social,comentarios_totales,0,0.0
capa2_master_social,engagement_total,0,0.0
capa2_master_social,likes_medios_post,0,0.0
capa2_master_social,comentarios_medios_post,0,0.0
capa2_master_social,engagement_medio_post,0,0.0
capa2_master_social,n_posts_metricas_imputadas,0,0.0
capa2_master_brand_digital,fecha,0,0.0
capa2_master_brand_digital,anio,0,0.0
capa2_master_brand_digital,mes_num,0,0.0
capa2_master_brand_digital,marca,0,0.0
capa2_master_brand_digital,valor_trends,11,1.67
capa2_master_brand_digital,plataforma,0,0.0
capa2_master_brand_digital,n_posts,0,0.0
capa2_master_brand_digital,likes_totales,0,0.0
capa2_master_brand_digital,comentarios_totales,0,0.0
capa2_master_brand_digital,engagement_total,0,0.0
capa2_master_brand_digital,likes_medios_post,0,0.0
capa2_master_brand_digital,comentarios_medios_post,0,0.0
capa2_master_brand_digital,engagement_medio_post,0,0.0
capa2_master_brand_digital,n_eventos_total,0,0.0
capa2_master_brand_digital,n_plataformas,0,0.0
capa2_master_brand_digital,n_tipos_evento,0,0.0
capa2_term_analysis_priority,grupo,0,0.0
capa2_term_analysis_priority,termino,0,0.0
capa2_term_analysis_priority,n_obs,0,0.0
capa2_term_analysis_priority,n_non_null,0,0.0
capa2_term_analysis_priority,avg_trends,0,0.0
capa2_term_analysis_priority,pct_non_null,0,0.0
capa2_term_analysis_priority,quality_flag,0,0.0
capa2_term_analysis_priority,prioridad_analitica,0,0.0
capa2_term_analysis_priority,decision_uso,0,0.0
capa2_term_analysis_priority,comentario,0,0.0
capa2_term_quality_decisions,grupo,0,0.0
capa2_term_quality_decisions,termino,0,0.0
capa2_term_quality_decisions,n_obs,0,0.0
capa2_term_quality_decisions,n_non_null,0,0.0
capa2_term_quality_decisions,avg_trends,0,0.0
capa2_term_quality_decisions,pct_non_null,0,0.0
capa2_term_quality_decisions,quality_flag,0,0.0
capa2_term_quality_decisions,prioridad_analitica,0,0.0
capa2_term_quality_decisions,decision_uso,0,0.0
capa2_term_quality_decisions,comentario,0,0.0
capa2_term_quality_decisions,mantener_en_base,0,0.0
capa2_term_quality_decisions,usar_en_analisis_principal,0,0.0
capa2_term_quality_decisions,usar_solo_exploratorio,0,0.0
capa2_master_terminos_main,fecha,0,0.0
capa2_master_terminos_main,termino,0,0.0
capa2_master_terminos_main,valor_trends,230,11.63
capa2_master_terminos_main,anio,0,0.0
capa2_master_terminos_main,mes_num,0,0.0
capa2_master_terminos_main,grupo,0,0.0
capa2_master_terminos_main,valor_cero_trends,0,0.0
capa2_master_terminos_main,subgrupo,0,0.0
capa2_master_terminos_main,tipo_termino,0,0.0
capa2_master_terminos_main,familia_analitica,0,0.0
capa2_master_terminos_main,prioridad_analitica,0,0.0
capa2_master_terminos_main,decision_uso,0,0.0
